url,title,category,matched_title,number
https://cdn-akamai.6connex.com/645/1827//Nowak_et_al_sleep_loss_amy_rsfc_stress_poster_15919902902225968.pdf,Naturally occurring sleep loss and amygdala connectivity following stress,"Emotion, Motivation and Social Neuroscience",Naturally occurring sleep loss and amygdala functional connectivity following psychosocial stress,1465
https://cdn-akamai.6connex.com/645/1827//DHS_HBM_2020_1591990350148706.pdf,Cognitive control networks coordinate domain general task information throughout,Higher Cognitive Functions,Cognitive control networks coordinate domain general task information throughout the brain,672
https://cdn-akamai.6connex.com/645/1827//Poster_Hsiang-Yu_Chen_2020OHBM_15922130218528084.pdf,Adult age difference of value belief and prediction error in pupillary responses,Lifespan Development,Adult age differences of value beliefs and prediction error processing in pupillary responses,875
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_Final_BrittanyIntzandt_15919912427438430.pdf,Cerebral perfusion is related to blood pressure recovery after exercise in aging,"Physiology, Metabolism and Neurotransmission ",Cerebral perfusion is related to blood pressure recovery after exercise in healthy older adults,2337
https://cdn-akamai.6connex.com/645/1827//141_Provost_Sarah_Poster_OHBM_15919913555594926.pdf,Functional Brain Networks and Neurodevelopmental Outcomes in Children with CHD,Disorders of the Nervous System,Functional Brain Networks and Neurodevelopmental Outcomes in Children with Congenital Heart Disease,141
https://cdn-akamai.6connex.com/645/1827//OHBM-Poster_354_15919913825692729.pdf,Functional connectivity and sleep quality and fatigue in multiple sclerosis,Disorders of the Nervous System,Association between functional connectivity and sleep quality and fatigue in multiple sclerosis,354
https://cdn-akamai.6connex.com/645/1827//ohbm_2020_poster_video_15922385152168113.pdf,Rest-Activity Rhythms and White Matter Differences in Aging,Lifespan Development,Rest-Activity Rhythms and White Matter Differences in Aging,947
https://cdn-akamai.6connex.com/645/1827//ohbm_poster_Saadat_320_15919915951798122.pdf,Local Functional Brain Connectivity Changes after an Exercise Intervention in MS,Disorders of the Nervous System,Local Functional Brain Connectivity Changes after an Exercise Intervention in Multiple Sclerosis,320
https://cdn-akamai.6connex.com/645/1827//The_cognitive_and_neutral_correlate_of_verbal_irony_15921663867887148.pdf,The cognitive and neural correlate of verbal irony,Language,The cognitive and neural correlate of verbal irony,758
https://cdn-akamai.6connex.com/645/1827//OHMB_2020_Poster_FINAL_15919920061428791.pdf,Optimizing grammar tasks for pre-operative fMRI based on task-based and rs-fMRI,Language,Optimizing grammar tasks for pre-operative fMRI based on task-based and resting-state activations,732
https://cdn-akamai.6connex.com/645/1827//Sejal_Patel_OHBM2020_Poster_15919923453521551.pdf,Transcriptomic Analysis of Alzheimer’s Disease Associated Brain Hypometabolism,Genetics,Transcriptomic Analysis of Alzheimerâ€™s Disease Associated Brain Hypometabolism,605
https://cdn-akamai.6connex.com/645/1827//Poster1756_Altered_Functional_Connectivity_during_Balance_Perturbation_in_TBI_15922400424142104.pdf,Altered Functional Connectivity during Balance Perturbation Task in TBI,"Perception, Attention and Motor Behavior",Altered functional connectivity during balance perturbation task in Traumatic Brain Injury patients,1756
https://cdn-akamai.6connex.com/645/1827//AmySentis_OHBM_Poster_1591992737477728.pdf,Multimodal Neuroimaging for Cardiovascular Disease Risk Prediction,Modeling and Analysis Methods,Multimodal Neuroimaging for Cardiovascular Disease Risk Prediction,1216
https://cdn-akamai.6connex.com/645/1827//NLA_DIAN_OHBM2020_FINAL_15922759271946851.pdf,FC networks associated with blood NfL offer insight into Alzheimer disease,Disorders of the Nervous System,Functional brain networks are associated with blood neurofilament light chain in Alzheimer disease,131
https://cdn-akamai.6connex.com/645/1827//20200612_OHBM2020_Vaden_FINAL_15919929372341204.pdf,Fully Synthetic Neuroimaging Data for Replication and Exploration,Neuroinformatics and Data Sharing,Fully Synthetic Neuroimaging Data for Replication and Exploration,1908
https://cdn-akamai.6connex.com/645/1827//Poster_draft_300_15919932223635516.pdf,Towards a perfect whole-brain classifier of future memory recognition,Learning and Memory,Towards a perfect whole-brain classifier of future memory recognition,798
https://cdn-akamai.6connex.com/645/1827//poster_OHBM_2020_EC_15919937135005705.pdf,Structural gray matter network-based measures correlate with clinical measures ,Disorders of the Nervous System,Structural gray matter network-based measures correlate with clinical measures in patients with MS,403
https://cdn-akamai.6connex.com/645/1827//OHBM2020poster_Greene_15919939283723944.pdf,How tasks change brain organization to reveal brain-phenotype relationships,Modeling and Analysis Methods,How tasks change whole-brain functional organization to reveal brain-phenotype relationships,1180
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_NK_15919943394397856.pdf,Effect of dMRI data quality on diffusion measures in children,Modeling and Analysis Methods,Effect of dMRI data quality on diffusion measures in children,2057
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Munsch_GARSASL_2118_bis_15919944607695959.pdf,Rotated SOS 3D RARE for Single-Shot Volumetric ASL Acquisition and RS Analyses,Novel Imaging Acquisition Methods,Rotated Stack of Spirals 3D RARE for Single-shot ASL Acquisition and Resting-State Analyses,2118
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_assortativity_15919945652905211.pdf,Assortative mixing in structural brain networks,Modeling and Analysis Methods,Assortative mixing of non-topological attributes in brain networks,1383
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster1930_Etzel_15919949889882617.pdf,"Development, implementation, and QA/QC of a reproducible fMRI analysis pipeline",Neuroinformatics and Data Sharing,"Development, implementation, and QA/QC of a reproducible fMRI analysis pipeline for the DMCC project",1930
https://cdn-akamai.6connex.com/645/1827//helmer_ohbm2020_15919949922055242.pdf,"On discovery of brain-phenotype relationships: detection, estimation, prediction",Modeling and Analysis Methods,"On discovery of brain-phenotype relationships: detection, estimation, and prediction",1307
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_multiscale_15919950691337638.pdf,The multiscale topological architecture of structural brain networks,Modeling and Analysis Methods,Is thresholding beneficial in longitudinal studies of structural brain networks?,1285
https://cdn-akamai.6connex.com/645/1827//Gordon_OHBM_2020_15919954392746539.pdf,Default networks of individual humans exhibit fine-grained subnetwork structure,Higher Cognitive Functions,Default brain networks of individual humans exhibit fine-grained subnetwork structure,1370
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15919955948596918.pdf,Amyloid-based Modulation of Functional Connectivity between LC and MTL,Learning and Memory,Amyloid-based Modulation of Functional Connectivity between Locus Coeruleus and Medial Temporal Lobe,884
https://cdn-akamai.6connex.com/645/1827//poster_15919956038713043.pdf,Using Structural Connectivity to Reconstruct Brain Activation and Effective Conn,Modeling and Analysis Methods,Using Structural Connectivity to Reconstruct Brain Activation and Effective Connectivity,1692
https://cdn-akamai.6connex.com/645/1827//OHBM_2020MS_15919956254572377.pdf,Comparison of voiding networks during urodynamic task and rest at 7T MRI in MS,Modeling and Analysis Methods,Comparison of voiding networks during urodynamic task and rest at 7T MRI in Multiple Sclerosis women,154
https://cdn-akamai.6connex.com/645/1827//ohbm2020_15919958088637567.pdf,Latent Variable Modeling Enhances Individual Differences Analyses of Task fMRI,Modeling and Analysis Methods,Latent Variable Modeling Enhances Individual Differences Analyses of Task Activation fMRI,1311
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_2316_Yuhan_Ma_15919965795177875.pdf,Quantification of Brain OEF Using QSM and a Hyperoxic Challenge,Novel Imaging Acquisition Methods,Quantification of Brain Oxygen Extraction Fraction (OEF) Using QSM and a Hyperoxic Challenge,2316
https://cdn-akamai.6connex.com/645/1827//Chen__OHBM_2020_15919966356567135.pdf,Increased functional connectivity and mirror overflow in children with ADHD,"Perception, Attention and Motor Behavior",Longer screen time and functional connectivity in children with dyslexia,649
https://cdn-akamai.6connex.com/645/1827//Marxen_et_al_Poster_OHBM_2020_15922314408476929.pdf,Towards Real-Time Detection of Attentional Shielding in a Set-Switching Task,Higher Cognitive Functions,Towards Real-Time Detection of Attentional Shielding in a Set-Switching Task,712
https://cdn-akamai.6connex.com/645/1827//OHBM2020-final_15919978204551565.pdf,Hyperconnectivity in motor and salience regions in neuropathic pain after SCI,Modeling and Analysis Methods,Hyperconnectivity in Motor and Salience Regions in Neuropathic Pain After Spinal Cord Injury,1579
https://cdn-akamai.6connex.com/645/1827//Poster_GF_v2_15919985787942891.pdf,Cross-species connectivity blueprint gradients uncover multiscalar adaptations,Modeling and Analysis Methods,Cross-species connectivity blueprint gradients uncover multiscalar human temporal lobe adaptations,1787
https://cdn-akamai.6connex.com/645/1827//Zhu_OHBM_2020_rs_fMRI_reproducibility_poster_Final_15919987011587024.pdf,Reproducibility of Resting-State fMRI over Five Years: a Single-Subject Study,Modeling and Analysis Methods,Reproducibility of Resting-State fMRI over Five Years: a Single-Subject Study,1638
https://cdn-akamai.6connex.com/645/1827//Ahtam_OHBM_2020_16p-402_15919991241059383.pdf,Abnormal Sulcal Pattern in Children with 16p11.2 Deletion and Duplication,Disorders of the Nervous System,Abnormal Sulcal Pattern in Children with 16p11.2 Deletion and Duplication Syndrome,402
https://cdn-akamai.6connex.com/645/1827//Ahtam_OHBM_2020_NMIS-2138_15919992218579398.pdf,Selective Impact of Maternal Childhood Maltreatment on White Matter Pathways,Disorders of the Nervous System,Selective Impact of Maternal Childhood Maltreatment on Different White Matter Pathways,2138
https://cdn-akamai.6connex.com/645/1827//Kar_OHBM2020_poster_15920000721447317.pdf,Motor Performance and White Matter in Children with Prenatal Alcohol Exposure,"Perception, Attention and Motor Behavior",Motor Performance and White Matter Microstructure in Young Children with Prenatal Alcohol Exposure,410
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster1-Anupa_15920005192876708.pdf,Is Posterior Subthalamic Area Important for Fiber Tracking of Dentato-Rubro-Thal,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Is Posterior Subthalamic Area Important for Fiber Tracking of Dentato-Rubro-Thalamic Tract?,1805
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster2-Anupa_15920006982796398.pdf,Constrained Spherical Deconvolution Methods to Analyze DRTT tract,Modeling and Analysis Methods,Evaluation of Constrained Spherical Deconvolution Methods to Analyze the Dentatorubro Thalamic Tract,1523
https://cdn-akamai.6connex.com/645/1827//OHBM_poster__1542_15920017960669839.pdf,Computational Platform to study high dynamics in Neural Mass Models,Modeling and Analysis Methods,Computational platform to study distributed delays in Neural Mass Models,1542
https://cdn-akamai.6connex.com/645/1827//1337_CMB_ID_Poster_V3_15921848183298284.pdf,Automated segmentation of microbleeds and iron deposits using deep learning,Modeling and Analysis Methods,Automated Segmentation of Cerebral Microbleeds and Iron Deposits using Deep Learning,1337
https://cdn-akamai.6connex.com/645/1827//OHBM_SIMPAII_0612_15920029198573228.pdf,Simulated e-field during prefrontal tDCS in mood disorders and schizophrenia,Brain Simulation,Simulated electric field during prefrontal tDCS in mood disorders and schizophrenia,49
https://cdn-akamai.6connex.com/645/1827//OHBM_COSMOS_06012_15920032362466643.pdf,Hippocampal subfields volume and cognition in schizophrenia and mood disorders,Disorders of the Nervous System,Hippocampal subfields volume and cognitive function in schizophrenia and mood disorders,337
https://cdn-akamai.6connex.com/645/1827//OHBM_exercise_DTI0612_1592003541430105.pdf,Neuroimaging effect of aerobic exercise on white matter in schizophrenia,Disorders of the Nervous System,Neuroimaging effect of aerobic exercise on white matter abnormality in patients with schizophrenia,338
https://cdn-akamai.6connex.com/645/1827//OHBM_template_1592062248570446.pdf,Multi-diffusion and Multi-T2 weighted Monte-Carlo Simulations,Novel Imaging Acquisition Methods,Multi-diffusion and multi-T2 weighted Monte-Carlo simulations.,2158
https://cdn-akamai.6connex.com/645/1827//OHBM_TD_ICA_final_15920040985301330.pdf,Resting state functional networks in 1-to-3-year-old children ,Lifespan Development,Resting state functional networks in 1-to-3-year-old typically developing children,890
